1546358520,1.14598,1.14599,1.14598,1.14598,0.0
1546358580,1.14598,1.14607,1.14598,1.14607,0.0
1546358640,1.14607,1.14607,1.14606,1.14606,0.0
1546358700,1.14606,1.14621,1.14606,1.14621,0.0
1546358760,1.14619,1.14666,1.14604,1.14665,0.0
1546358820,1.14665,1.14672,1.14607,1.14607,0.0
1546358880,1.14607,1.14607,1.14606,1.14607,0.0
1546358940,1.14607,1.14617,1.14606,1.14606,0.0
1546359000,1.14607,1.14607,1.14607,1.14607,0.0
1546359060,1.14607,1.14617,1.14606,1.14607,0.0
1546359120,1.14607,1.14608,1.14607,1.14608,0.0
1546359180,1.14608,1.14608,1.14607,1.14607,0.0
1546359240,1.14607,1.14608,1.14607,1.14608,0.0
1546359300,1.14607,1.14608,1.14607,1.14607,0.0
1546359360,1.14607,1.14608,1.14607,1.14607,0.0
1546359420,1.14607,1.14607,1.14607,1.14607,0.0
1546359480,1.14606,1.14617,1.14606,1.14607,0.0
1546359540,1.14617,1.14617,1.14606,1.14606,0.0
1546359600,1.14607,1.14616,1.14606,1.14616,0.0
1546359660,1.14606,1.14616,1.14606,1.14607,0.0
1546359720,1.14606,1.14607,1.14606,1.14606,0.0
1546359780,1.14606,1.14607,1.14606,1.14606,0.0
1546359840,1.14606,1.14608,1.14606,1.14607,0.0
1546359900,1.14607,1.14607,1.14606,1.14606,0.0
1546359960,1.14606,1.14607,1.14606,1.14606,0.0
1546360020,1.14606,1.14606,1.14606,1.14606,0.0
1546360080,1.14606,1.14606,1.14604,1.14604,0.0
1546360140,1.14605,1.14612,1.14604,1.14611,0.0
1546360200,1.14611,1.14611,1.14608,1.14608,0.0
1546360260,1.14608,1.14608,1.14606,1.14606,0.0
1546360320,1.14607,1.14616,1.14606,1.14607,0.0
1546360380,1.14607,1.14616,1.14607,1.14615,0.0
1546360440,1.14615,1.14616,1.14607,1.14607,0.0
1546360500,1.14608,1.14608,1.14606,1.14607,0.0
1546360560,1.14607,1.14607,1.14606,1.14607,0.0
1546360620,1.14607,1.14618,1.14607,1.14607,0.0
1546360680,1.14606,1.14607,1.14606,1.14607,0.0
1546360740,1.14607,1.14607,1.14606,1.14606,0.0
1546360800,1.14605,1.14635,1.14605,1.14608,0.0
1546360860,1.14607,1.14626,1.14603,1.14626,0.0
1546360920,1.14625,1.14626,1.14621,1.14625,0.0
1546360980,1.14626,1.14626,1.14615,1.14625,0.0
1546361040,1.14626,1.14626,1.14621,1.14625,0.0
1546361100,1.14627,1.14628,1.14621,1.14628,0.0
1546361160,1.14625,1.14627,1.14619,1.14626,0.0
1546361220,1.14628,1.1463,1.14624,1.14628,0.0
1546361280,1.14628,1.14628,1.14614,1.14614,0.0
1546361340,1.14611,1.14625,1.14609,1.14617,0.0
1546361400,1.14619,1.14625,1.14609,1.14609,0.0
1546361460,1.14609,1.1462,1.14606,1.14619,0.0
1546361520,1.14619,1.14621,1.14605,1.14605,0.0
1546361580,1.14605,1.1462,1.14605,1.14619,0.0
1546361640,1.14625,1.14639,1.1461,1.14612,0.0
1546361700,1.14612,1.14612,1.14609,1.14612,0.0
1546361760,1.14612,1.14615,1.1461,1.14615,0.0
1546361820,1.14613,1.14613,1.14611,1.14612,0.0
1546361880,1.14612,1.14643,1.14604,1.1464,0.0
1546361940,1.1461,1.14629,1.14602,1.14606,0.0
1546362000,1.14605,1.14653,1.14566,1.14603,0.0
1546362060,1.14604,1.14664,1.14587,1.14664,0.0
1546362120,1.14664,1.14669,1.14655,1.14655,0.0
1546362180,1.14654,1.14654,1.14647,1.14649,0.0
1546362240,1.14651,1.14652,1.14648,1.14652,0.0
1546362300,1.14651,1.14653,1.14643,1.14648,0.0
1546362360,1.14653,1.14657,1.14651,1.14654,0.0
1546362420,1.14654,1.14655,1.14651,1.14654,0.0
1546362480,1.14654,1.14657,1.1465,1.14651,0.0
1546362540,1.14651,1.14652,1.14649,1.14651,0.0
1546362600,1.14651,1.14661,1.1465,1.14659,0.0
1546362660,1.14658,1.14662,1.14658,1.14662,0.0
1546362720,1.14661,1.14663,1.14654,1.14659,0.0
1546362780,1.14658,1.14662,1.14654,1.14655,0.0
1546362840,1.14655,1.14657,1.14653,1.14655,0.0
1546362900,1.14656,1.14657,1.1465,1.14652,0.0
1546362960,1.14651,1.14652,1.14649,1.14649,0.0
1546363020,1.14651,1.14663,1.14651,1.14657,0.0
1546363080,1.14657,1.14662,1.14656,1.1466,0.0
1546363140,1.14658,1.14667,1.14656,1.14667,0.0
1546363200,1.14667,1.14668,1.14663,1.14666,0.0
1546363260,1.14667,1.14671,1.14662,1.14662,0.0
1546363320,1.14663,1.14667,1.14657,1.14658,0.0
1546363380,1.14658,1.14663,1.14658,1.14662,0.0
1546363440,1.14663,1.14669,1.14662,1.14668,0.0
1546363500,1.14668,1.14676,1.14668,1.14671,0.0
1546363560,1.14672,1.14672,1.14664,1.14664,0.0
1546363620,1.14664,1.14667,1.14664,1.14666,0.0
1546363680,1.14665,1.14667,1.14665,1.14667,0.0
1546363740,1.14666,1.14667,1.14662,1.14663,0.0
1546363800,1.14663,1.14669,1.14663,1.14665,0.0
1546363860,1.14665,1.14667,1.14662,1.14665,0.0
1546363920,1.14663,1.14665,1.14662,1.14662,0.0
1546363980,1.14661,1.14661,1.14657,1.1466,0.0
1546364040,1.14661,1.14661,1.14652,1.14652,0.0
1546364100,1.14652,1.14658,1.14651,1.14657,0.0
1546364160,1.14658,1.14659,1.14654,1.14656,0.0
1546364220,1.14659,1.14659,1.14651,1.14658,0.0
1546364280,1.14657,1.14661,1.14657,1.14659,0.0
1546364340,1.14659,1.14661,1.14658,1.1466,0.0
1546364400,1.14659,1.14659,1.14655,1.14656,0.0
1546364460,1.14656,1.14657,1.14652,1.14653,0.0
1546364520,1.14651,1.14653,1.1465,1.14652,0.0
1546364580,1.14652,1.14652,1.14647,1.14647,0.0
1546364640,1.14646,1.14651,1.14646,1.1465,0.0
1546364700,1.14649,1.1465,1.14645,1.14645,0.0
1546364760,1.14646,1.14646,1.1464,1.14641,0.0
1546364820,1.1464,1.14641,1.14636,1.14636,0.0
1546364880,1.14636,1.14636,1.14631,1.14632,0.0
1546364940,1.14631,1.14633,1.14619,1.14622,0.0
1546365000,1.14622,1.14622,1.14615,1.14616,0.0
1546365060,1.14615,1.14616,1.14613,1.14615,0.0
1546365120,1.14615,1.1462,1.14614,1.1462,0.0
1546365180,1.1462,1.1462,1.14617,1.14618,0.0
1546365240,1.14618,1.14618,1.14613,1.14615,0.0
1546365300,1.14616,1.14616,1.14612,1.14614,0.0
1546365360,1.14613,1.14616,1.14613,1.14615,0.0
1546365420,1.14614,1.14615,1.14611,1.14611,0.0
1546365480,1.14611,1.14614,1.1461,1.14612,0.0
1546365540,1.14612,1.14613,1.14612,1.14612,0.0
1546365600,1.14612,1.14612,1.14606,1.14606,0.0
1546365660,1.14606,1.14606,1.14598,1.14599,0.0
1546365720,1.14599,1.14599,1.14586,1.14586,0.0
1546365780,1.14585,1.14587,1.14578,1.14578,0.0
1546365840,1.14578,1.14582,1.14574,1.14578,0.0
1546365900,1.14578,1.14621,1.14573,1.14606,0.0
1546365960,1.14608,1.14626,1.14604,1.14614,0.0
1546366020,1.14614,1.14614,1.14612,1.14614,0.0
1546366080,1.14615,1.14615,1.1461,1.14612,0.0
1546366140,1.14613,1.1462,1.14611,1.14612,0.0
1546366200,1.14612,1.14612,1.14593,1.14594,0.0
1546366260,1.14594,1.146,1.14593,1.14598,0.0
1546366320,1.14598,1.14604,1.14598,1.14604,0.0
1546366380,1.14605,1.14609,1.14602,1.14608,0.0
1546366440,1.14608,1.14622,1.14608,1.14622,0.0
